occurrenceID,rightsHolder,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordedBy,Source,Date,yearMeasurement,Sex,lifeStage,Department,Municipality,ParamoComplex,Locality,Elevation,decimalLatitude,decimalLongitude,Order,Family,Species,Weight,totalCulmen,exposedCulmen,billDepth,billWidth,gape,wingArea,wingLength,distPrimarySecondary,tailLength,tailShape,Tarsus,Hallux,halluxClaw,Wingspan,Weight_Dunning2008
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1470,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1470,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Jun-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Buesaquillo, Vda. La Cuchilla",3430,1.271922,-77.246667,Passeriformes,Thraupidae,Iridosornis rufivertex,31,12.3,9,6.3,4.8,8.5,600.39,90,15,80,NA,24.9,13.5,NA,NA,23
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1369,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1369,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Thraupidae,Iridosornis rufivertex,26,14.2,9.6,5.9,4.6,10,592.15,83,31,76,4,27.1,14.7,NA,NA,23
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1422,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1422,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Iridosornis rufivertex,25.5,13.9,9,7,5.3,8.1,604.52,84,27,82,11,29.1,14.9,NA,NA,23
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1370,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1370,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Thraupidae,Iridosornis rufivertex,26,12.9,8.8,6.3,5.2,9.7,639.48,84,20,79,8,26,15.5,NA,NA,23
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1382,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1382,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,24-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3170,0.839306,-77.361278,Passeriformes,Thraupidae,Iridosornis rufivertex,27,11,7.9,6.6,5.4,8.2,653.21,75,28,74,13,25.6,13,NA,NA,23
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1342,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1342,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Thraupidae,Kleinothraupis atropileus,23,16.1,11.3,5.8,4.5,8.6,242.33,75,44,67,7,NA,14.6,NA,NA,NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1350,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1350,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Thraupidae,Kleinothraupis atropileus,21.5,16.1,12.8,5.2,5.1,11.4,267.23,72,41,73,10,26.7,16.2,NA,NA,NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1349,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1349,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Thraupidae,Kleinothraupis atropileus,25,15.2,12.6,5.5,4.5,10.2,265.98,77,46,72,6,29,16.9,NA,NA,NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1348,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1348,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Thraupidae,Kleinothraupis atropileus,22.5,14.5,12.2,5.3,5.3,9.2,276.34,75.5,44,72,8,27.3,17.3,NA,NA,NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1244,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1244,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,25-Feb-15,2015,Undetermined,Immature,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3336,1.120361,-77.215917,Passeriformes,Thraupidae,Tangara vassorii,15,11.9,10.5,5.2,4.9,NA,298.23,70,NA,NA,30,20.1,NA,NA,NA,18
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1397,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1397,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,24-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3170,0.839306,-77.361278,Passeriformes,Thraupidae,Tangara vassorii,17,10.9,7.2,4.2,5.2,9.7,289.45,73,NA,53,NA,14.4,11.5,NA,NA,18
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1435,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1435,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,28-Mar-15,2015,Male,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Puerres, Vda. El Rosal",3356,0.843194,-77.396722,Passeriformes,Trochilidae,Colibri coruscans,8.5,29.1,23.9,2.4,2.9,5.5,202.48,87,60,54,8,4.4,6.6,NA,NA,6.7
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1483,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1483,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,18-Jul-15,2015,Undetermined,Immature,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: La Merced, Cerro Morasurco",3280,1.274972,-77.242117,Passeriformes,Troglodytidae,Cinnycerthia unirufa,33,17.9,14.5,5.1,NA,NA,382.91,70,27,68,22,33.4,17.7,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1363,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1363,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Troglodytidae,Cinnycerthia unirufa,28,16.1,14.8,4.6,3.9,10.2,384.23,80,38,65,18.5,30.3,NA,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1252,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1252,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Feb-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3271,1.119194,-77.218361,Passeriformes,Troglodytidae,Cinnycerthia unirufa,26,17.4,14.9,4.9,4.2,8.1,513.28,70,44,NA,NA,NA,15.7,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1335,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1335,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,24,19,15.4,4.5,3.9,10.2,486.09,70,42,66,22,NA,18.2,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1368,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1368,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Troglodytidae,Cinnycerthia unirufa,27,17.6,14.8,5.6,4.2,7.4,465.81,73,50,64,NA,32.6,20.3,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1484,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1484,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,18-Jul-15,2015,Undetermined,Immature,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: La Merced, Cerro Morasurco",3280,1.274972,-77.242117,Passeriformes,Troglodytidae,Cinnycerthia unirufa,31,17.8,14,5.3,NA,NA,488.79,71,25,66,20,33.1,16,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1334,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1334,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,24.5,16.3,14.1,4.5,4.2,8.2,466.56,69,43,64,27,30.9,17,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1365,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1365,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Troglodytidae,Cinnycerthia unirufa,34.5,17.8,13.9,5.5,4.2,11,523.34,66,16,67,20,NA,15.6,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1357,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1357,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Troglodytidae,Cinnycerthia unirufa,29.5,19.2,14.9,4.9,5,11.9,437.98,72,56,72,22,29.8,22.2,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1251,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1251,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Feb-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3271,1.119194,-77.218361,Passeriformes,Troglodytidae,Cinnycerthia unirufa,24,18.5,14.7,4.4,4.3,10,524.86,73,50,68,NA,NA,15.1,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1328,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1328,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,28,20.3,14.4,5.2,4.6,12.6,487.78,65,44,63,20,27.5,18.2,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1327,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1327,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,29.5,19.3,15.2,4.9,4.5,10.9,489.38,69,40,66,20,28.5,20.7,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1356,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1356,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Troglodytidae,Cinnycerthia unirufa,31.5,19.2,15.1,4.7,4.4,11.5,456.51,72,61,74,22,30.2,19.3,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1253,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1253,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Feb-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3271,1.119194,-77.218361,Passeriformes,Troglodytidae,Cinnycerthia unirufa,27,16.6,14.7,4.9,4.4,9.6,536,75,50,55,NA,26.7,20.4,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1329,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1329,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,34,21.2,16.1,5.6,4.5,10.6,517.5,75,47,69,20,29.3,20.8,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1332,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1332,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,29.5,17.3,14.6,4.4,4,10.4,575.35,73,46,65,21,31.8,18.4,NA,NA,29.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1337,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW545,"Yuri Rosero, Edna Calpa",Field,14-Mar-15,2015,Male,Adult,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Turdidae,Turdus fuscater,NA,30.9,22.1,9,NA,NA,1009.1,161,NA,NA,17.2,NA,21.7,NA,NA,143
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1241,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1241,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,24-Feb-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3336,1.120361,-77.215917,Passeriformes,Turdidae,Turdus fuscater,135,28.3,23.2,8.5,7.5,17.3,1192.08,149,NA,138,14,NA,23.1,NA,NA,143
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1377,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1377,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,23-Mar-15,2015,Undetermined,Immature,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Tyrannidae,Agriornis montanus,36,24.5,18.3,5.1,6.7,11.5,783.73,104,62,85,18,27.9,25.2,NA,NA,63.3
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1460,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1460,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,12-Jun-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Encano , Vda. Santa Lucia",2810,0.99775,-77.181333,Passeriformes,Tyrannidae,Anairetes parulus,6,11.7,7.7,2.2,3.4,5,24.71,48,5,50,NA,17.8,9.2,NA,NA,6.2
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1439,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1439,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,10-Jun-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Encano , Vda. Santa Lucia",2810,0.99775,-77.181333,Passeriformes,Tyrannidae,Elaenia pallatangae,16,11.3,8.1,3.3,4.3,7.9,476.1,77,46,NA,7,19.3,NA,NA,NA,17.8
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1440,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1440,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,10-Jun-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Encano , Vda. Santa Lucia",2810,0.99775,-77.181333,Passeriformes,Tyrannidae,Elaenia pallatangae,17.5,12.8,9.5,3.6,4.1,9,424,73,43,64,NA,21,11.1,NA,NA,17.8
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1472,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1472,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Jun-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Buesaquillo, Vda. La Cuchilla",3430,1.271922,-77.246667,Passeriformes,Tyrannidae,Mecocerculus leucophrys,14,10.7,8,3.2,NA,6.3,NA,63,NA,69,NA,NA,NA,NA,NA,10.95
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1282,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1282,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,10-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3389,0.982361,-77.295139,Passeriformes,Tyrannidae,Ochthoeca diadema,NA,14.7,NA,3.8,5.6,12.7,386.13,NA,53,NA,NA,NA,11.6,NA,NA,11.5
